GUAN_002-M-20190930-COMP-DNA1
STER_006-M-2-15-20131217-GEN-DNA1
STER_004-M-40-2-20131217-GEN-DNA1
STER_004-M-20131217-COMP-DNA1
STER_004-M-20-33-20131217-GEN-DNA1
STER_004-M-7-21-20131217-GEN-DNA1
STER_005-M-30-18-20131217-GEN-DNA1
STER_005-M-16-37-20131217-GEN-DNA1
STER_005-M-10-5-20131217-GEN-DNA1
CPER_045-M-20160718-COMP-DNA1
CPER_046-M-20160718-COMP-DNA1
CPER_047-M-20160718-COMP-DNA1
CPER_004-M-20160719-COMP-DNA1
CPER_002-M-20160719-COMP-DNA1
CPER_048-M-20160719-COMP-DNA1
CPER_006-M-20160719-COMP-DNA1
CPER_005-M-20160720-COMP-DNA1
CPER_001-M-20160720-COMP-DNA1
CPER_003-M-20160720-COMP-DNA1
SCBI_003-M-2.5-0.5-20151113-GEN-DNA2
SCBI_006-M-25-0-20151113-GEN-DNA2
LENO_002-M-20180709-COMP-DNA1
LENO_061-M-20180709-COMP-DNA1
LENO_003-M-20180709-COMP-DNA1
LENO_062-M-20180709-COMP-DNA1
LENO_063-M-20180709-COMP-DNA1
LENO_006-M-20180709-COMP-DNA1
LENO_064-M-20180709-COMP-DNA1
LENO_004-M-20180709-COMP-DNA1
LENO_005-M-20180709-COMP-DNA1
LENO_001-M-20180711-COMP-DNA1
NIWO_041-M-20170801-COMP-DNA1
NIWO_042-M-20170801-COMP-DNA1
NIWO_040-O-20170801-COMP-DNA1
ONAQ_002-M-20210524-COMP-DNA1
ONAQ_041-M-20210524-COMP-DNA1
ONAQ_008-M-20210524-COMP-DNA1
ONAQ_042-M-20210524-COMP-DNA1
ONAQ_004-M-20210525-COMP-DNA1
ONAQ_044-M-20210525-COMP-DNA1
ONAQ_043-M-20210525-COMP-DNA1
ONAQ_010-M-20210526-COMP-DNA1
ONAQ_005-M-20210527-COMP-DNA1
ONAQ_003-M-20210527-COMP-DNA1
DELA_037-M-20160824-COMP-DNA1
DELA_038-M-20160824-COMP-DNA1
DELA_041-M-20160824-COMP-DNA1
DELA_014-M-20160824-COMP-DNA1
DELA_040-M-20160824-COMP-DNA1
DELA_004-M-20160824-COMP-DNA1
DELA_003-M-20160824-COMP-DNA1
DELA_002-M-20160825-COMP-DNA1
DELA_001-M-20160825-COMP-DNA1
DELA_005-M-20160825-COMP-DNA1
WOOD_002-M-39-33.5-20191022-GEN-DNA2
DEJU_006-O-20180618-COMP-DNA1
DEJU_006-M-20180618-COMP-DNA1
DEJU_014-O-20180618-COMP-DNA1
DEJU_014-M-20180618-COMP-DNA1
DEJU_001-O-20180619-COMP-DNA1
DEJU_001-M-20180619-COMP-DNA1
DEJU_002-O-20180619-COMP-DNA1
DEJU_002-M-20180619-COMP-DNA1
DEJU_009-O-20180619-COMP-DNA1
DEJU_009-M-20180619-COMP-DNA1
DEJU_015-O-20180619-COMP-DNA1
DEJU_015-M-20180619-COMP-DNA1
DEJU_048-O-20180621-COMP-DNA1
DEJU_047-O-20180621-COMP-DNA1
DEJU_047-M-20180621-COMP-DNA1
DEJU_048-M-20180621-COMP-DNA1
DEJU_045-O-20180621-COMP-DNA1
DEJU_045-M-20180621-COMP-DNA1
DEJU_046-O-20180621-COMP-DNA1
DEJU_046-M-20180621-COMP-DNA1
OSBS_002-M-20130726-COMP-DNA1
OSBS_003-M-20130726-COMP-DNA1
OSBS_004-M-20130726-COMP-DNA1
OSBS_006-M-20130726-COMP-DNA1
OSBS_006-M-5-30-20130726-GEN-DNA1
CPER_002-M-20170710-COMP-DNA1
CPER_004-M-20170710-COMP-DNA1
CPER_046-M-20170710-COMP-DNA1
CPER_003-M-20170710-COMP-DNA1
CPER_045-M-20170710-COMP-DNA1
CPER_001-M-20170710-COMP-DNA1
CPER_047-M-20170710-COMP-DNA1
CPER_005-M-20170710-COMP-DNA1
CPER_048-M-20170710-COMP-DNA1
CPER_006-M-20170711-COMP-DNA2
NIWO_042-M-20160828-COMP-DNA1
NIWO_043-O-20160828-COMP-DNA1
NIWO_040-O-20160828-COMP-DNA1
NIWO_041-O-20160828-COMP-DNA1
NIWO_004-O-20160828-COMP-DNA1
NIWO_008-M-20160829-COMP-DNA1
NIWO_006-M-20160829-COMP-DNA1
NIWO_001-O-20160830-COMP-DNA1
NIWO_002-O-20160830-COMP-DNA1
GUAN_049-M-20161004-COMP-DNA1
GUAN_048-M-20161004-COMP-DNA1
GUAN_042-M-20161004-COMP-DNA1
GUAN_006-M-20161005-COMP-DNA1
GUAN_043-M-20161005-COMP-DNA1
GUAN_002-M-20180924-COMP-DNA1
GUAN_001-M-20180924-COMP-DNA1
GUAN_004-M-20180925-COMP-DNA1
GUAN_007-M-20180925-COMP-DNA1
GUAN_003-M-20180925-COMP-DNA1
GUAN_049-M-20180926-COMP-DNA1
GUAN_048-M-20180926-COMP-DNA1
GUAN_042-M-20180926-COMP-DNA1
GUAN_006-M-20180927-COMP-DNA1
GUAN_043-M-20180927-COMP-DNA1
TALL_047-O-20160822-COMP-DNA1
TALL_047-M-20160822-COMP-DNA1
TALL_044-M-20160822-COMP-DNA1
TALL_051-M-20160822-COMP-DNA1
TALL_051-O-20160822-COMP-DNA1
TALL_006-M-20160822-COMP-DNA1
TALL_004-M-20160823-COMP-DNA1
TALL_054-M-20160823-COMP-DNA1
TALL_007-M-20160823-COMP-DNA1
TALL_002-O-20160823-COMP-DNA1
TALL_001-M-20160823-COMP-DNA1
TALL_003-M-20160823-COMP-DNA1
KONZ_002-M-20180716-COMP-DNA1
KONZ_004-M-20180716-COMP-DNA1
KONZ_024-M-20180716-COMP-DNA1
KONZ_001-M-20180717-COMP-DNA1
KONZ_046-M-20180717-COMP-DNA1
KONZ_003-M-20180717-COMP-DNA1
KONZ_042-M-20180717-COMP-DNA1
KONZ_005-M-20180717-COMP-DNA1
KONZ_045-M-20180718-COMP-DNA1
KONZ_043-M-20180718-COMP-DNA1
CLBJ_040-M-20190415-COMP-DNA1
CLBJ_002-M-20190415-COMP-DNA1
CLBJ_033-M-20190415-COMP-DNA1
CLBJ_003-M-20190415-COMP-DNA1
CLBJ_032-M-20190415-COMP-DNA1
CLBJ_001-M-20190416-COMP-DNA1
CLBJ_006-M-20190416-COMP-DNA1
CLBJ_031-M-20190416-COMP-DNA1
CLBJ_034-M-20190416-COMP-DNA1
UKFS_002-M-20170801-COMP-DNA1
UKFS_004-M-20170801-COMP-DNA1
UKFS_043-M-20170802-COMP-DNA1
UKFS_044-M-20170802-COMP-DNA1
UKFS_031-M-20170802-COMP-DNA1
UKFS_032-M-20170802-COMP-DNA1
UKFS_001-M-20170802-COMP-DNA1
UKFS_009-M-20170802-COMP-DNA1
UNDE_017-M-20160725-COMP-DNA1
UNDE_008-M-20160725-COMP-DNA1
UNDE_006-M-20160725-COMP-DNA1
UNDE_019-M-20160728-COMP-DNA1
UNDE_013-M-20160728-COMP-DNA1
BLAN_002-M-20170713-COMP-DNA1
BLAN_004-M-20170713-COMP-DNA1
BLAN_003-M-20170713-COMP-DNA1
BLAN_001-M-20170713-COMP-DNA1
BLAN_007-M-20170713-COMP-DNA1
BLAN_005-M-20170713-COMP-DNA1
BLAN_038-M-20170714-COMP-DNA1
BLAN_033-M-20170714-COMP-DNA1
BLAN_031-M-20170714-COMP-DNA1
BLAN_032-M-20170714-COMP-DNA1
BART_004-M-12-7-20140520-GEN-DNA1
BART_004-O-12-7-20140520-GEN-DNA1
BART_004-M-12-7-20140520-GEN-DNA2
BART_004-O-12-7-20140520-GEN-DNA2
BART_004-O-5-26-20140520-GEN-DNA1
BART_004-M-5-26-20140520-GEN-DNA1
BART_004-O-5-26-20140520-GEN-DNA2
BART_004-M-5-26-20140520-GEN-DNA2
BART_004-O-35-24-20140520-GEN-DNA2
BART_004-M-35-24-20140520-GEN-DNA2
BART_004-M-35-24-20140520-GEN-DNA1
BART_004-O-35-24-20140520-GEN-DNA1
BART_006-M-17-9-20140520-GEN-DNA1
BART_006-O-17-9-20140520-GEN-DNA1
BART_006-O-29-37-20140520-GEN-DNA1
BART_006-M-29-37-20140520-GEN-DNA1
BART_006-O-9-11-20140520-GEN-DNA1
BART_006-M-9-11-20140520-GEN-DNA1
BART_028-O-2-33-20140520-GEN-DNA1
BART_028-M-15-33-20140520-GEN-DNA1
BART_028-M-2-33-20140520-GEN-DNA1
BART_028-O-15-33-20140520-GEN-DNA1
BART_028-M-21-39-20140520-GEN-DNA1
BART_028-O-21-39-20140520-GEN-DNA1
BART_001-O-26-3-20140521-GEN-DNA1
BART_001-M-26-3-20140521-GEN-DNA1
BART_001-O-29-2-20140521-GEN-DNA1
BART_001-M-29-2-20140521-GEN-DNA1
BART_001-M-17-34-20140521-GEN-DNA1
BART_001-O-17-34-20140521-GEN-DNA1
ORNL_002-O-20160727-COMP-DNA1
ORNL_029-O-20160727-COMP-DNA1
ORNL_021-O-20160727-COMP-DNA1
ORNL_043-O-20160727-COMP-DNA1
ORNL_003-O-20160727-COMP-DNA1
ORNL_053-O-20160727-COMP-DNA1
ORNL_046-O-20160727-COMP-DNA1
ORNL_001-O-20160727-COMP-DNA1
ORNL_049-O-20160727-COMP-DNA1
ORNL_027-O-20160727-COMP-DNA1
RMNP_041-M-20200701-COMP-DNA1
RMNP_041-O-20200701-COMP-DNA1
RMNP_043-M-20200701-COMP-DNA1
RMNP_043-O-20200701-COMP-DNA1
RMNP_045-M-20200701-COMP-DNA1
RMNP_045-O-20200701-COMP-DNA1
NIWO_002-M-20190729-COMP-DNA1
NIWO_002-O-20190729-COMP-DNA2
NIWO_004-O-20190731-COMP-DNA1
NIWO_004-M-20190731-COMP-DNA1
NIWO_006-M-20190731-COMP-DNA1
NIWO_003-M-20190731-COMP-DNA1
NIWO_005-M-20190731-COMP-DNA1
NIWO_005-O-20190731-COMP-DNA2
LENO_063-M-20160829-COMP-DNA1
LENO_002-M-20160829-COMP-DNA1
LENO_064-M-20160829-COMP-DNA1
LENO_003-M-20160829-COMP-DNA1
LENO_001-M-20160829-COMP-DNA1
LENO_061-M-20160830-COMP-DNA1
LENO_005-M-20160830-COMP-DNA1
LENO_062-M-20160830-COMP-DNA1
LENO_004-M-20160830-COMP-DNA1
LENO_006-M-20160830-COMP-DNA1
GRSM_006-O-20170717-COMP-DNA1
GRSM_002-O-20170717-COMP-DNA1
GRSM_016-O-20170717-COMP-DNA1
GRSM_001-O-20170717-COMP-DNA1
GRSM_058-O-20170718-COMP-DNA1
GRSM_055-O-20170718-COMP-DNA1
GRSM_060-O-20170718-COMP-DNA1
GRSM_059-O-20170718-COMP-DNA1
GRSM_003-O-20170718-COMP-DNA1
GRSM_007-O-20170719-COMP-DNA1
GRSM_007-M-20170719-COMP-DNA1
NIWO_003-M-20180730-COMP-DNA1
NIWO_042-O-20180730-COMP-DNA1
NIWO_006-M-20180730-COMP-DNA1
NIWO_006-O-20180730-COMP-DNA1
NIWO_040-O-20180730-COMP-DNA1
NIWO_001-O-20180731-COMP-DNA1
NIWO_043-O-20180731-COMP-DNA1
NIWO_002-O-20180731-COMP-DNA1
NIWO_041-M-20180731-COMP-DNA1
NIWO_041-O-20180731-COMP-DNA1
KONA_003-M-20170807-COMP-DNA1
KONA_001-M-20170807-COMP-DNA1
KONA_005-M-20170807-COMP-DNA1
KONA_006-M-20170808-COMP-DNA1
KONA_004-M-20170808-COMP-DNA1
KONA_002-M-20170808-COMP-DNA1
KONA_059-M-20170809-COMP-DNA1
KONA_057-M-20170809-COMP-DNA1
KONA_048-M-20170809-COMP-DNA1
KONA_054-M-20170809-COMP-DNA1
CPER_048-M-20210628-COMP-DNA1
CPER_045-M-20210628-COMP-DNA1
CPER_006-M-20210628-COMP-DNA1
CPER_003-M-20210628-COMP-DNA1
CPER_046-M-20210628-COMP-DNA1
CPER_002-M-20210628-COMP-DNA1
CPER_005-M-20210628-COMP-DNA1
CPER_047-M-20210628-COMP-DNA1
CPER_001-M-20210630-COMP-DNA1
CPER_004-M-20210630-COMP-DNA1
GRSM_016-O-20160718-COMP-DNA1
GRSM_002-O-20160718-COMP-DNA1
GRSM_060-O-20160719-COMP-DNA1
GRSM_059-O-20160719-COMP-DNA1
GRSM_055-O-20160719-COMP-DNA1
GRSM_058-O-20160719-COMP-DNA1
GRSM_006-O-20160719-COMP-DNA1
GRSM_001-O-20160719-COMP-DNA1
GRSM_007-O-20160720-COMP-DNA1
GRSM_003-O-20160720-COMP-DNA1
CLBJ_040-O-20160815-COMP-DNA1
CLBJ_033-O-20160815-COMP-DNA1
CLBJ_031-M-20160815-COMP-DNA1
CLBJ_003-M-20160816-COMP-DNA1
CLBJ_002-O-20160816-COMP-DNA1
CLBJ_001-M-20160817-COMP-DNA1
CLBJ_006-M-20160817-COMP-DNA1
CLBJ_038-O-20160817-COMP-DNA1
CLBJ_032-M-20160817-COMP-DNA1
CLBJ_034-M-20160817-COMP-DNA1
OSBS_002-M-13-7-20131112-GEN-DNA1
OSBS_002-M-20131112-COMP-DNA1
OSBS_002-M-35-29-20131112-GEN-DNA1
OSBS_002-M-30-7-20131112-GEN-DNA1
OSBS_004-M-20131112-COMP-DNA1
DSNY_016-M-20140327-COMP-DNA1
DSNY_021-M-20140327-COMP-DNA1
DSNY_009-M-20140327-COMP-DNA1
DSNY_025-M-20140327-COMP-DNA1
DSNY_025-M-4-10-20140327-GEN-DNA1
DSNY_021-M-32-28-20140327-GEN-DNA1
DSNY_021-M-32-16-20140327-GEN-DNA1
DSNY_016-M-12-3-20140327-GEN-DNA1
DSNY_025-M-25-7-20140327-GEN-DNA1
DSNY_025-M-20-35-20140327-GEN-DNA1
DSNY_016-M-35-17-20140327-GEN-DNA1
DSNY_021-M-1-2-20140327-GEN-DNA1
DSNY_016-M-35-37-20140327-GEN-DNA1
DSNY_009-M-14-10-20140327-GEN-DNA1
DSNY_009-M-37-16-20140327-GEN-DNA1
OAES_001-M-20180529-COMP-DNA1
OAES_004-M-20180529-COMP-DNA1
OAES_003-M-20180529-COMP-DNA1
OAES_042-M-20180529-COMP-DNA1
OAES_044-M-20180530-COMP-DNA1
OAES_007-M-20180530-COMP-DNA1
OAES_009-M-20180530-COMP-DNA1
OAES_043-M-20180530-COMP-DNA1
OAES_002-M-20180530-COMP-DNA1
OAES_045-M-20180530-COMP-DNA1
SCBI_006-M-1-7-20140715-GEN-DNA1
SCBI_012-M-33-4-20140715-GEN-DNA1
SCBI_006-M-27-2-20140715-GEN-DNA1
SCBI_012-M-21-38-20140715-GEN-DNA1
SCBI_006-M-3-26-20140715-GEN-DNA1
SCBI_006-M-3-26-20140715-GEN-DNA2
SCBI_012-M-19-40-20140715-GEN-DNA1
SCBI_003-M-11-0-20140715-GEN-DNA2
SCBI_003-M-11-0-20140715-GEN-DNA1
SCBI_003-M-30-5-20140715-GEN-DNA2
SCBI_003-M-30-5-20140715-GEN-DNA1
SCBI_002-M-1-6-20140715-GEN-DNA1
SCBI_003-M-27-36-20140715-GEN-DNA2
SCBI_003-M-27-36-20140715-GEN-DNA1
SCBI_002-M-7-5-20140715-GEN-DNA2
SCBI_002-M-7-5-20140715-GEN-DNA1
SCBI_002-M-9-17-20140715-GEN-DNA2
SCBI_002-M-9-17-20140715-GEN-DNA1
BART_006-O-1-8-20140619-GEN-DNA1
BART_006-M-3-26-20140619-GEN-DNA1
BART_006-O-3-26-20140619-GEN-DNA1
BART_006-M-33-3-20140619-GEN-DNA1
BART_006-O-33-3-20140619-GEN-DNA1
BART_028-M-20-40-20140619-GEN-DNA1
BART_028-O-20-40-20140619-GEN-DNA1
BART_028-M-21-38-20140619-GEN-DNA1
BART_028-O-21-38-20140619-GEN-DNA1
BART_028-M-33-4-20140619-GEN-DNA1
BART_028-O-33-4-20140619-GEN-DNA1
BART_001-M-9-17-20140619-GEN-DNA1
BART_001-O-9-17-20140619-GEN-DNA1
BART_001-M-1-6-20140619-GEN-DNA1
BART_001-O-1-6-20140619-GEN-DNA1
BART_001-O-7-5-20140619-GEN-DNA1
BART_001-M-7-5-20140619-GEN-DNA1
BART_004-O-30-5-20140619-GEN-DNA1
BART_004-M-30-5-20140619-GEN-DNA1
BART_004-M-11-0-20140619-GEN-DNA2
BART_004-O-11-0-20140619-GEN-DNA1
BART_004-M-11-0-20140619-GEN-DNA1
BART_004-O-27-36-20140619-GEN-DNA1
BART_004-M-27-36-20140619-GEN-DNA1
HEAL_010-O-20160802-COMP-DNA1
HEAL_025-O-20160803-COMP-DNA1
HEAL_011-O-20160803-COMP-DNA1
HEAL_005-O-20160804-COMP-DNA1
HEAL_001-O-20160804-COMP-DNA1
DCFS_009-M-1.5-6-20191001-GEN-DNA2
DCFS_009-M-13.5-33-20191001-GEN-DNA2
NIWO_004-M-20180801-COMP-DNA1
NIWO_005-O-20180801-COMP-DNA1
NIWO_005-M-20180801-COMP-DNA1
JORN_004-M-20170808-COMP-DNA1
JORN_006-M-20170808-COMP-DNA1
JORN_045-M-20170808-COMP-DNA1
JORN_002-M-20170808-COMP-DNA1
JORN_047-M-20170808-COMP-DNA1
JORN_003-M-20170808-COMP-DNA1
JORN_042-M-20170808-COMP-DNA1
JORN_044-M-20170808-COMP-DNA1
JORN_001-M-20170808-COMP-DNA1
JORN_005-M-20170808-COMP-DNA1
MOAB_045-M-20160725-COMP-DNA1
MOAB_003-M-20160727-COMP-DNA1
MOAB_001-M-20160727-COMP-DNA1
MOAB_006-M-20160728-COMP-DNA1
MOAB_004-M-20160728-COMP-DNA1
DSNY_005-M-20180820-COMP-DNA1
DSNY_044-M-20180820-COMP-DNA1
DSNY_004-M-20180820-COMP-DNA1
DSNY_041-M-20180820-COMP-DNA1
DSNY_042-M-20180820-COMP-DNA1
DSNY_001-M-20180822-COMP-DNA1
DSNY_003-M-20180822-COMP-DNA1
DSNY_006-M-20180823-COMP-DNA1
DSNY_009-M-20180823-COMP-DNA1
DSNY_043-M-20180823-COMP-DNA1
JERC_001-M-7-5-20140805-GEN-DNA2
JERC_006-M-2-0-20140805-GEN-DNA2
JERC_002-M-11-0-20140805-GEN-DNA2
JERC_049-M-2-27-20140805-GEN-DNA1
JERC_048-M-31-3-20140805-GEN-DNA1
JERC_008-M-33-4-20140805-GEN-DNA1
JERC_003-M-33-0-20140805-GEN-DNA1
JERC_002-M-27-36-20140805-GEN-DNA1
JERC_003-M-1-7-20140805-GEN-DNA1
JERC_006-M-39-30-20140805-GEN-DNA1
JERC_006-M-8-11-20140805-GEN-DNA1
JERC_008-M-23-30-20140805-GEN-DNA1
JERC_047-M-3-32-20140805-GEN-DNA1
JERC_002-M-30-5-20140805-GEN-DNA1
JERC_048-M-27-8-20140805-GEN-DNA1
JERC_006-M-2-0-20140805-GEN-DNA1
JERC_003-M-3-26-20140805-GEN-DNA1
JERC_049-M-18-17-20140805-GEN-DNA1
JERC_047-M-36-16-20140805-GEN-DNA1
JERC_005-M-4-9-20140805-GEN-DNA1
JERC_047-M-6-12-20140805-GEN-DNA1
JERC_005-M-24-40-20140805-GEN-DNA1
JERC_005-M-33-2-20140805-GEN-DNA1
JERC_048-M-19-30-20140805-GEN-DNA1
JERC_002-M-11-0-20140805-GEN-DNA1
JERC_001-M-1-6-20140805-GEN-DNA1
JERC_001-M-7-5-20140805-GEN-DNA1
JERC_001-M-9-17-20140805-GEN-DNA1
TALL_004-M-20200707-COMP-DNA1
TALL_054-M-20200707-COMP-DNA1
TALL_044-M-20200707-COMP-DNA1
TALL_051-M-20200708-COMP-DNA1
TALL_047-M-20200708-COMP-DNA1
TALL_007-M-20200708-COMP-DNA1
TALL_002-M-20200708-COMP-DNA1
TALL_003-M-20200709-COMP-DNA1
TALL_006-M-20200709-COMP-DNA1
TALL_001-M-20200713-COMP-DNA1
HARV_013-O-24-9-20131122-GEN-DNA1
HARV_013-M-24-9-20131122-GEN-DNA1
HARV_013-O-20131122-COMP-DNA1
HARV_013-M-31-27-20131122-GEN-DNA1
HARV_013-O-31-27-20131122-GEN-DNA1
HARV_013-M-4-14-20131122-GEN-DNA1
HARV_013-O-4-14-20131122-GEN-DNA1
HARV_001-M-35-29-20131122-GEN-DNA1
HARV_001-O-35-29-20131122-GEN-DNA1
HARV_001-M-20131122-COMP-DNA1
HARV_001-O-20131122-COMP-DNA1
HARV_001-O-30-7-20131122-GEN-DNA1
HARV_001-M-30-7-20131122-GEN-DNA1
HARV_001-M-13-7-20131122-GEN-DNA1
HARV_001-O-13-7-20131122-GEN-DNA1
HARV_004-M-29-34-20131122-GEN-DNA1
HARV_004-O-29-34-20131122-GEN-DNA1
HARV_004-O-20131122-COMP-DNA1
HARV_004-M-31-8-20131122-GEN-DNA1
HARV_004-O-31-8-20131122-GEN-DNA1
HARV_004-O-19-1-20131122-GEN-DNA1
HARV_004-M-19-1-20131122-GEN-DNA1
HARV_016-O-37-0-20131122-GEN-DNA1
HARV_016-M-37-0-20131122-GEN-DNA1
HARV_016-O-8-19-20131122-GEN-DNA1
HARV_016-M-8-19-20131122-GEN-DNA1
HARV_016-M-38-38-20131122-GEN-DNA1
HARV_016-O-38-38-20131122-GEN-DNA1
BART_001-O-20160725-COMP-DNA1
BART_004-O-20160725-COMP-DNA1
BART_042-O-20160725-COMP-DNA1
BART_003-O-20160726-COMP-DNA1
BART_024-O-20160726-COMP-DNA1
BART_023-O-20160726-COMP-DNA1
BART_002-O-20160727-COMP-DNA1
BART_036-O-20160727-COMP-DNA1
BART_071-O-20160727-COMP-DNA1
BART_040-O-20160727-COMP-DNA1
CLBJ_002-M-20170411-COMP-DNA1
CLBJ_003-M-20170411-COMP-DNA1
CLBJ_006-M-20170412-COMP-DNA1
CLBJ_001-M-20170412-COMP-DNA1
CLBJ_031-M-20170412-COMP-DNA1
CLBJ_040-M-20170413-COMP-DNA1
CLBJ_033-M-20170413-COMP-DNA1
CLBJ_038-O-20170413-COMP-DNA1
CLBJ_034-M-20170413-COMP-DNA1
CLBJ_032-M-20170413-COMP-DNA1
KONZ_024-M-20160711-COMP-DNA1
KONZ_046-M-20160711-COMP-DNA1
KONZ_004-M-20160711-COMP-DNA1
KONZ_042-M-20160711-COMP-DNA1
KONZ_001-M-20160712-COMP-DNA1
KONZ_002-M-20160712-COMP-DNA1
KONZ_045-M-20160714-COMP-DNA1
KONZ_005-M-20160714-COMP-DNA1
KONZ_003-M-20160714-COMP-DNA1
KONZ_043-M-20160714-COMP-DNA1
UNDE_043-M-20170801-COMP-DNA1
UNDE_037-M-20170801-COMP-DNA1
UNDE_037-O-20170801-COMP-DNA1
UNDE_038-O-20170801-COMP-DNA1
UNDE_044-M-20170802-COMP-DNA1
UNDE_001-O-20170802-COMP-DNA1
UNDE_006-M-20170802-COMP-DNA1
UNDE_008-M-20170802-COMP-DNA1
